Customer_ID,Signup_Date,Age,Gender,Annual_Income,Spending_Score,Membership_Type,Preferred_Category,Total_Purchases,Total_Spent,Last_Active_Days,Satisfaction_Score,Churn
CUST1842,2024-08-20,29.0,Female,46320,6,Bronze,Clothing,1,55.05,111,2.0,1
CUST1843,2025-06-07,43.0,Male,38488,17,Bronze,Clothing,7,364.94,51,2.0,0
CUST1844,2024-12-11,20.0,Female,78286,36,Silver,Clothing,4,367.41,6,3.0,0
CUST1845,2024-02-15,40.0,Female,40669,99,Gold,Home & Kitchen,14,923.77,111,3.0,0
CUST1846,2025-06-29,49.0,Male,58594,81,Gold,Beauty,10,560.68,132,4.0,1
CUST1847,2024-03-18,31.0,Male,104761,2,Silver,Clothing,7,711.37,53,3.0,0
CUST1848,2025-12-30,47.0,Female,47180,77,Gold,Electronics,10,480.96,60,3.0,0
CUST1849,2024-03-13,38.0,Male,79135,52,Gold,Electronics,10,797.09,108,2.0,1
CUST1850,2024-09-05,26.0,Non-Binary,67651,66,Silver,Home & Kitchen,7,586.33,15,2.0,1
CUST1851,2024-02-16,32.0,Male,61036,52,Gold,Clothing,8,494.12,46,4.0,0
CUST1852,2024-04-30,30.0,Male,64008,92,Gold,Electronics,8,545.84,47,5.0,0
CUST1853,2024-08-01,33.0,Female,51879,43,Silver,Home & Kitchen,11,608.61,120,2.0,1
CUST1854,2024-08-26,36.0,Prefer not to say,54641,90,Premium,Electronics,17,943.8,63,2.0,0
CUST1855,2024-02-25,42.0,Male,43277,22,Bronze,Home & Kitchen,7,420.2,49,1.0,1
CUST1856,2024-12-15,41.0,Male,54787,55,Gold,Clothing,4,211.84,40,4.0,0
CUST1857,2024-04-16,18.0,Male,42640,67,Silver,Home & Kitchen,8,400.97,21,4.0,0
CUST1858,2024-02-17,33.0,Male,80571,99,Premium,Electronics,8,660.66,114,3.0,0
CUST1859,2025-07-26,18.0,Male,27305,60,Silver,Beauty,16,601.42,4,4.0,0
CUST1860,2024-12-02,31.0,Female,65320,58,Silver,Home & Kitchen,12,814.26,144,4.0,0
CUST1861,2024-01-26,33.0,Male,61652,12,Silver,Electronics,10,744.48,100,5.0,0
CUST1862,2024-09-13,46.0,Male,59459,88,Gold,Electronics,18,971.82,77,1.0,0
CUST1863,2024-01-08,34.0,Female,81181,69,Silver,Clothing,6,509.0,40,2.0,0
CUST1864,2025-09-16,38.0,Male,48059,84,Silver,Beauty,14,804.36,91,1.0,1
CUST1865,2024-09-09,44.0,Male,59683,39,Gold,Beauty,4,264.68,162,5.0,1
CUST1866,2025-11-22,,Male,27119,13,Bronze,Clothing,3,100.33,167,4.0,1
CUST1867,2025-12-19,33.0,Non-Binary,45638,41,Bronze,Beauty,5,295.28,21,4.0,0
CUST1868,2024-10-29,36.0,Male,75881,57,Gold,Electronics,7,588.06,175,1.0,1
CUST1869,2025-09-30,35.0,Female,31538,53,Gold,Electronics,6,221.71,52,3.0,1
CUST1870,2024-02-25,28.0,Female,57442,12,Silver,Sports & Outdoors,4,227.52,92,3.0,1
CUST1871,2025-12-26,25.0,Male,41094,13,Silver,Beauty,6,253.74,9,4.0,1
CUST1872,2025-06-09,18.0,Prefer not to say,51546,74,Silver,Clothing,8,472.66,145,3.0,0
CUST1873,2025-04-18,22.0,Male,42090,97,Premium,Beauty,17,855.25,48,1.0,1
CUST1874,2024-01-28,18.0,Male,32720,57,Silver,Sports & Outdoors,8,323.69,70,4.0,0
CUST1875,2024-03-18,50.0,Female,62883,40,Silver,Beauty,10,778.09,157,3.0,1
CUST1876,2024-08-03,37.0,Female,52828,80,Gold,Beauty,13,737.33,18,3.0,0
CUST1877,2025-01-20,33.0,Female,68850,45,Gold,Beauty,12,879.75,54,2.0,0
CUST1878,2024-12-30,26.0,Male,74043,35,Silver,Electronics,7,530.12,20,4.0,0
CUST1879,2025-10-27,35.0,Female,87969,3,Bronze,Beauty,1,98.12,25,4.0,1
CUST1880,2025-06-09,24.0,Female,56842,5,Bronze,Electronics,5,262.1,27,5.0,0
CUST1881,2025-11-29,37.0,Male,89508,90,Gold,Beauty,12,1056.49,166,3.0,0
CUST1882,2024-11-07,37.0,Male,36473,11,Bronze,Clothing,4,193.86,160,5.0,0
CUST1883,2024-01-07,24.0,Male,77514,71,Silver,Home & Kitchen,12,941.8,39,5.0,0
CUST1884,2024-01-03,24.0,Male,64756,56,Silver,Clothing,6,374.65,28,4.0,0
CUST1885,2025-09-14,46.0,Female,59152,10,Bronze,Electronics,1,65.18,19,5.0,0
CUST1886,2024-12-28,34.0,Male,64378,34,Bronze,Clothing,10,605.42,19,3.0,0
CUST1887,2025-05-22,25.0,Prefer not to say,36693,67,Gold,Sports & Outdoors,12,587.14,73,3.0,0
CUST1888,2024-09-30,30.0,Male,33387,72,Silver,Sports & Outdoors,8,326.05,139,1.0,1
CUST1889,2025-05-20,22.0,Female,106784,31,Gold,Clothing,9,909.71,119,4.0,0
CUST1890,2024-01-15,34.0,Male,50369,75,Gold,Sports & Outdoors,5,311.02,96,4.0,0
CUST1891,2024-07-10,,Male,50083,71,Gold,Beauty,7,362.04,119,4.0,0
CUST1892,2025-09-22,34.0,Male,34672,66,Gold,Home & Kitchen,9,325.63,24,2.0,1
CUST1893,2025-04-29,63.0,Male,29790,70,Gold,Electronics,18,634.91,152,3.0,1
CUST1894,2024-01-28,40.0,Female,52016,41,Silver,Sports & Outdoors,8,548.65,3,2.0,0
CUST1895,2025-12-14,37.0,Prefer not to say,47004,63,Gold,Home & Kitchen,7,344.06,3,4.0,0
CUST1896,2024-02-08,24.0,Female,53924,32,Silver,Beauty,6,370.59,136,2.0,1
CUST1897,2024-09-29,32.0,Male,55798,20,Bronze,Beauty,2,131.43,142,5.0,1
CUST1898,2024-08-18,25.0,Male,145863,57,Gold,Beauty,10,1318.54,25,2.0,1
CUST1899,2024-03-26,18.0,Male,47061,98,Premium,Home & Kitchen,9,445.73,78,3.0,1
CUST1900,2025-04-18,46.0,Female,101378,50,Gold,Clothing,4,401.53,89,5.0,0
CUST1901,2024-05-05,28.0,Female,103927,80,Gold,Clothing,16,1643.72,70,3.0,0
CUST1902,2025-06-20,25.0,Non-Binary,72845,25,Bronze,Clothing,9,741.98,159,1.0,1
CUST1903,2024-05-24,37.0,Male,49049,12,Silver,Electronics,3,156.08,75,3.0,0
CUST1904,2025-06-08,41.0,Female,31258,71,Silver,Home & Kitchen,10,391.62,98,1.0,1
CUST1905,2024-07-30,31.0,Female,65239,39,Gold,Home & Kitchen,6,501.35,179,5.0,1
CUST1906,2024-01-25,34.0,Female,80996,17,Silver,Beauty,3,220.6,126,4.0,1
CUST1907,2025-08-02,43.0,Female,108414,45,Gold,Electronics,9,858.21,31,3.0,0
CUST1908,2025-01-28,30.0,Female,36851,11,Bronze,Clothing,1,38.79,8,4.0,0
CUST1909,2024-03-07,38.0,Female,48885,70,Gold,Electronics,14,857.44,77,1.0,1
CUST1910,2024-08-20,18.0,Male,36941,23,Silver,Electronics,7,305.15,12,4.0,0
CUST1911,2024-04-18,20.0,Female,41824,91,Gold,Electronics,10,476.6,123,5.0,1
CUST1912,2024-05-25,42.0,Male,70290,70,Silver,Home & Kitchen,13,893.74,171,5.0,0
CUST1913,2024-04-20,19.0,Female,41065,38,Bronze,Electronics,6,322.88,95,3.0,0
CUST1914,2024-08-15,,Male,38751,2,Silver,Home & Kitchen,1,40.45,82,,1
CUST1915,2024-04-20,33.0,Female,74119,86,Gold,Electronics,12,886.3,157,1.0,1
CUST1916,2025-04-14,30.0,Female,64533,84,Silver,Beauty,13,833.94,143,4.0,0
CUST1917,2024-02-03,25.0,Female,61984,89,Premium,Beauty,17,905.96,139,4.0,0
CUST1918,2025-09-14,45.0,Female,41501,79,Gold,Sports & Outdoors,10,471.93,17,3.0,0
CUST1919,2025-01-03,55.0,Female,90386,93,Gold,Beauty,16,1440.41,140,5.0,1
CUST1920,2025-08-17,38.0,Female,54199,72,Silver,Sports & Outdoors,9,506.59,92,2.0,1
CUST1921,2025-07-07,38.0,Female,139625,37,Silver,Beauty,10,1300.13,23,1.0,1
CUST1922,2025-02-28,26.0,Female,57475,49,Gold,Home & Kitchen,7,431.78,101,1.0,1
CUST1923,2025-09-04,20.0,Male,21190,52,Silver,Electronics,12,383.92,139,2.0,0
CUST1924,2025-06-01,34.0,Non-Binary,20816,33,Bronze,Clothing,6,162.46,59,1.0,1
CUST1925,2025-11-22,23.0,Female,69162,22,Bronze,Electronics,5,335.39,59,4.0,0
CUST1926,2024-10-08,18.0,Female,90656,5,Silver,Home & Kitchen,3,272.34,99,3.0,1
CUST1927,2024-11-15,44.0,Male,39383,18,Bronze,Clothing,2,80.88,0,2.0,1
CUST1928,2025-03-18,45.0,Male,124870,38,Silver,Beauty,9,1061.89,42,4.0,0
CUST1929,2024-11-10,24.0,Female,104803,37,Silver,Sports & Outdoors,9,994.62,54,2.0,1
CUST1930,2025-01-11,37.0,Male,58621,94,Premium,Clothing,16,1018.51,167,4.0,1
CUST1931,2024-10-15,47.0,Female,66864,95,Premium,Clothing,14,862.22,33,3.0,1
CUST1932,2025-03-12,37.0,Female,77068,64,Gold,Sports & Outdoors,10,801.22,33,4.0,0
CUST1933,2025-10-23,20.0,Male,114764,10,Silver,Clothing,1,114.73,175,5.0,0
CUST1934,2024-10-03,32.0,Female,70791,79,Silver,Beauty,13,910.21,160,1.0,1
CUST1935,2025-12-10,50.0,Female,58093,42,Gold,Electronics,5,309.58,157,4.0,0
CUST1936,2025-08-04,37.0,Female,70513,48,Silver,Home & Kitchen,9,624.35,109,5.0,0
CUST1937,2025-05-17,41.0,Female,66808,44,Silver,Clothing,9,615.26,83,4.0,0
CUST1938,2025-09-15,39.0,Male,77995,82,Gold,Beauty,13,996.69,89,3.0,1
CUST1939,2025-05-30,24.0,Female,28756,87,Silver,Home & Kitchen,8,329.13,78,3.0,1
CUST1940,2024-12-15,27.0,Male,61143,97,Premium,Electronics,14,1039.41,70,4.0,0
CUST1941,2025-03-21,39.0,Female,64784,16,Bronze,Electronics,7,484.91,70,5.0,0
CUST1942,2024-12-15,44.0,Female,52339,54,Gold,Clothing,5,254.54,113,1.0,0
CUST1943,2025-08-29,48.0,Male,73740,35,Silver,Sports & Outdoors,4,356.39,28,1.0,0
CUST1944,2025-10-25,24.0,Female,116204,98,Gold,Beauty,19,2180.27,150,3.0,1
CUST1945,2024-05-16,40.0,Female,56949,28,Silver,Clothing,5,331.95,161,2.0,0
CUST1946,2024-08-30,49.0,Male,71063,2,Bronze,Clothing,2,147.8,142,3.0,1
CUST1947,2025-06-26,23.0,Prefer not to say,102451,94,Premium,Clothing,11,1116.93,96,2.0,1
CUST1948,2024-02-09,52.0,Male,57484,13,Bronze,Home & Kitchen,2,122.39,52,2.0,1
CUST1949,2024-08-16,54.0,Male,37769,41,Bronze,Beauty,10,509.93,144,2.0,1
CUST1950,2025-07-01,66.0,Female,68937,80,Gold,Clothing,8,560.48,63,5.0,1
CUST1951,2024-08-10,37.0,Female,22336,59,Gold,Home & Kitchen,10,360.6,60,2.0,1
CUST1952,2024-01-06,37.0,Female,21488,69,Silver,Home & Kitchen,6,226.52,107,2.0,1
CUST1953,2024-11-17,44.0,Female,61564,92,Premium,Sports & Outdoors,19,1378.13,36,2.0,1
CUST1954,2025-04-12,44.0,Female,21092,53,Gold,Sports & Outdoors,11,415.1,134,5.0,1
CUST1955,2024-03-15,48.0,Female,31842,45,Silver,Beauty,6,218.5,7,4.0,0
CUST1956,2024-01-04,44.0,Male,46286,20,Silver,Home & Kitchen,4,245.74,77,4.0,1
CUST1957,2025-10-07,33.0,Male,40379,24,Silver,Clothing,5,259.85,67,2.0,1
CUST1958,2024-04-27,49.0,Male,50793,61,Silver,Beauty,8,470.84,20,4.0,0
CUST1959,2025-08-28,22.0,Male,84102,91,Gold,Clothing,16,1395.03,93,3.0,0
CUST1960,2025-05-18,35.0,Female,59280,94,Premium,Clothing,10,636.08,74,3.0,1
CUST1961,2025-07-27,53.0,Male,38519,58,Silver,Clothing,10,447.66,156,4.0,0
CUST1962,2025-03-16,19.0,Male,92634,27,Silver,Beauty,4,361.41,152,4.0,1
CUST1963,2024-07-12,26.0,Male,30427,26,Bronze,Electronics,3,140.39,141,4.0,1
CUST1964,2025-12-15,43.0,Non-Binary,58888,7,Bronze,Clothing,4,257.91,77,5.0,0
CUST1965,2025-01-26,39.0,Non-Binary,29103,42,Silver,Clothing,10,406.61,65,5.0,0
CUST1966,2024-01-26,24.0,Female,59609,47,Gold,Electronics,9,584.77,157,2.0,1
CUST1967,2025-03-10,30.0,Female,47438,53,Silver,Electronics,7,358.34,145,3.0,1
CUST1968,2024-06-21,20.0,Female,83077,59,Silver,Beauty,8,587.97,53,1.0,1
CUST1969,2024-10-26,46.0,Female,71891,38,Gold,Beauty,7,551.27,99,5.0,0
CUST1970,2025-10-06,,Male,42607,69,Gold,Clothing,10,538.2,20,2.0,1
CUST1971,2024-11-21,56.0,Female,39460,87,Gold,Beauty,9,430.43,52,5.0,0
CUST1972,2025-02-13,35.0,Female,47505,92,Premium,Beauty,19,933.59,82,3.0,1
CUST1973,2024-04-27,32.0,Female,114104,98,Gold,Clothing,14,1668.67,143,3.0,0
CUST1974,2025-12-24,31.0,Female,102977,53,Silver,Home & Kitchen,8,792.87,155,1.0,1
CUST1975,2024-08-12,32.0,Female,36582,15,Silver,Sports & Outdoors,3,140.18,3,3.0,0
CUST1976,2025-06-15,36.0,Female,74215,96,Premium,Clothing,12,879.96,54,5.0,1
CUST1977,2024-04-22,65.0,Female,26958,26,Bronze,Electronics,4,122.87,14,1.0,1
CUST1978,2024-05-19,30.0,Male,45057,48,Silver,Sports & Outdoors,14,776.94,63,3.0,0
CUST1979,2025-07-12,31.0,Female,37183,95,Gold,Home & Kitchen,14,538.75,111,1.0,1
CUST1980,2024-01-01,35.0,Female,82648,19,Silver,Electronics,4,340.07,143,3.0,1
CUST1981,2024-03-30,48.0,Female,32155,9,Bronze,Home & Kitchen,3,128.87,117,2.0,1
CUST1982,2025-10-15,18.0,Female,63983,64,Silver,Clothing,11,689.92,19,3.0,0
CUST1983,2024-11-15,40.0,Male,53902,93,Gold,Beauty,20,1068.72,63,5.0,0
CUST1984,2025-07-03,25.0,Female,50234,54,Silver,Clothing,10,530.09,32,3.0,1
CUST1985,2024-05-18,41.0,Male,105163,51,Silver,Clothing,12,1193.98,80,3.0,0
CUST1986,2025-05-25,29.0,Female,108936,39,Silver,Home & Kitchen,3,294.39,125,4.0,0
CUST1987,2024-09-15,18.0,Male,50862,4,Bronze,Clothing,3,155.28,68,2.0,1
CUST1988,2025-11-03,39.0,Female,46923,3,Bronze,Electronics,3,163.45,166,3.0,1
CUST1989,2025-11-20,39.0,Male,29492,64,Silver,Home & Kitchen,8,396.2,163,4.0,0
CUST1990,2024-01-10,28.0,Female,53795,29,Silver,Beauty,7,454.07,93,2.0,1
CUST1991,2024-09-17,27.0,Male,117707,11,Bronze,Electronics,4,455.57,67,4.0,1
CUST1992,2025-10-11,19.0,Female,51182,97,Premium,Home & Kitchen,17,1075.99,86,3.0,0
CUST1993,2024-06-20,44.0,Female,72124,58,Silver,Clothing,11,889.69,20,4.0,0
CUST1994,2024-01-13,45.0,Prefer not to say,30811,75,Gold,Clothing,7,274.06,62,5.0,0
CUST1995,2024-06-16,,Female,45284,27,Bronze,Clothing,5,270.13,84,,1
CUST1996,2025-10-03,28.0,Female,64836,97,Premium,Clothing,13,960.95,133,3.0,1
CUST1997,2025-08-18,34.0,Male,56217,21,Bronze,Beauty,6,404.52,23,3.0,0
CUST1998,2024-11-16,62.0,Male,74944,39,Gold,Clothing,6,498.44,110,2.0,0
CUST1999,2024-11-14,41.0,Male,42343,95,Gold,Home & Kitchen,9,406.36,180,4.0,0
CUST2000,2025-09-04,23.0,Female,26759,46,Silver,Electronics,8,345.4,94,4.0,0
